county,cases,death,date
Mono,0,0,09-07-20
Mono,0,0,10-07-20
Mono,0,0,11-07-20
Mono,0,0,12-07-20
Mono,2,0,13-07-20
Mono,1,0,14-07-20
Mono,4,0,15-07-20
Mono,1,0,16-07-20
Mono,1,0,17-07-20
Mono,0,0,18-07-20
Mono,9,0,19-07-20
Mono,15,0,20-07-20
Mono,1,0,21-07-20
Mono,3,0,22-07-20
Mono,0,0,23-07-20
Mono,0,0,24-07-20
Mono,0,0,25-07-20
Mono,0,0,26-07-20
Mono,17,0,27-07-20
Mono,3,0,28-07-20
Mono,0,0,29-07-20
Mono,2,0,30-07-20
Mono,0,0,31-07-20
Mono,0,0,01-08-20
Mono,0,0,02-08-20
Mono,0,0,03-08-20
Mono,0,0,04-08-20
Mono,0,0,05-08-20
Mono,7,0,06-08-20
Mono,1,0,07-08-20
Mono,1,0,08-08-20
Mono,0,0,09-08-20
Mono,10,0,10-08-20
Mono,1,0,11-08-20
Mono,0,0,12-08-20
Mono,0,0,13-08-20
Mono,2,0,14-08-20
Mono,0,0,15-08-20
Mono,0,0,16-08-20
Mono,0,0,17-08-20
Calaveras,2,0,18-03-20
Calaveras,0,0,19-03-20
Calaveras,0,0,20-03-20
Calaveras,0,0,21-03-20
Calaveras,0,0,22-03-20
Calaveras,0,0,23-03-20
Calaveras,0,0,24-03-20
Calaveras,0,0,25-03-20
Calaveras,0,0,26-03-20
Calaveras,0,0,27-03-20
Calaveras,0,0,28-03-20
Calaveras,0,0,29-03-20
Calaveras,1,0,30-03-20
Calaveras,0,0,31-03-20
Calaveras,0,0,01-04-20
Calaveras,0,0,02-04-20
Calaveras,0,0,03-04-20
Calaveras,0,0,04-04-20
Calaveras,0,0,05-04-20
Calaveras,1,0,06-04-20
Calaveras,1,0,07-04-20
Calaveras,0,0,08-04-20
Calaveras,0,0,09-04-20
Calaveras,0,0,10-04-20
Calaveras,0,0,11-04-20
Calaveras,0,0,12-04-20
Calaveras,0,0,13-04-20
Calaveras,0,0,14-04-20
Calaveras,4,0,15-04-20
Calaveras,1,0,16-04-20
Calaveras,1,0,17-04-20
Calaveras,1,0,18-04-20
Calaveras,0,0,19-04-20
Calaveras,0,0,20-04-20
Calaveras,0,0,21-04-20
Calaveras,0,0,22-04-20
Calaveras,0,0,23-04-20
Calaveras,0,0,24-04-20
Calaveras,0,0,25-04-20
Calaveras,1,0,26-04-20
Calaveras,0,0,27-04-20
Calaveras,0,0,28-04-20
Calaveras,0,0,29-04-20
Calaveras,0,0,30-04-20
Calaveras,0,0,01-05-20
Calaveras,0,0,02-05-20
Calaveras,0,0,03-05-20
Calaveras,0,0,04-05-20
Calaveras,0,0,05-05-20
Calaveras,0,0,06-05-20
Calaveras,0,0,07-05-20
Calaveras,0,0,08-05-20
Calaveras,0,0,09-05-20
Calaveras,0,0,10-05-20
Calaveras,0,0,11-05-20
Calaveras,0,0,12-05-20
Calaveras,0,0,13-05-20
Calaveras,0,0,14-05-20
Calaveras,0,0,15-05-20
Calaveras,0,0,16-05-20
Calaveras,0,0,17-05-20
Calaveras,0,0,18-05-20
Calaveras,0,0,19-05-20
Calaveras,0,0,20-05-20
Calaveras,0,0,21-05-20
Calaveras,0,0,22-05-20
Calaveras,0,0,23-05-20
Calaveras,0,0,24-05-20
Calaveras,0,0,25-05-20
Calaveras,0,0,26-05-20
Calaveras,2,0,27-05-20
Calaveras,0,0,28-05-20
Calaveras,0,0,29-05-20
Calaveras,0,0,30-05-20
Calaveras,0,0,31-05-20
Calaveras,0,0,01-06-20
Calaveras,0,0,02-06-20
Calaveras,0,0,03-06-20
Calaveras,0,0,04-06-20
Calaveras,1,0,05-06-20
Calaveras,0,0,06-06-20
Calaveras,0,0,07-06-20
Calaveras,0,0,08-06-20
Calaveras,0,0,09-06-20
Calaveras,0,0,10-06-20
Calaveras,0,0,11-06-20
Calaveras,2,0,12-06-20
Calaveras,0,0,13-06-20
Calaveras,0,0,14-06-20
Calaveras,0,0,15-06-20
Calaveras,1,0,16-06-20
Calaveras,1,0,17-06-20
Calaveras,0,0,18-06-20
Calaveras,0,0,19-06-20
Calaveras,0,0,20-06-20
Calaveras,0,0,21-06-20
Calaveras,0,0,22-06-20
Calaveras,6,0,23-06-20
Calaveras,0,0,24-06-20
Calaveras,0,0,25-06-20
Calaveras,4,0,26-06-20
Calaveras,0,0,27-06-20
Calaveras,1,0,28-06-20
Calaveras,1,0,29-06-20
Calaveras,3,0,30-06-20
Calaveras,2,0,01-07-20
Calaveras,5,0,02-07-20
Calaveras,2,0,03-07-20
Calaveras,1,0,04-07-20
Calaveras,0,0,05-07-20
Calaveras,0,0,06-07-20
Calaveras,13,0,07-07-20
Calaveras,0,0,08-07-20
Calaveras,1,0,09-07-20
Calaveras,2,0,10-07-20
Calaveras,1,0,11-07-20
Calaveras,0,0,12-07-20
Calaveras,1,0,13-07-20
Calaveras,11,0,14-07-20
Calaveras,1,0,15-07-20
Calaveras,7,0,16-07-20
Calaveras,4,0,17-07-20
Calaveras,3,0,18-07-20
Calaveras,0,0,19-07-20
Calaveras,1,0,20-07-20
Calaveras,6,1,21-07-20
Calaveras,2,0,22-07-20
Calaveras,4,0,23-07-20
Calaveras,0,0,24-07-20
Calaveras,1,0,25-07-20
Calaveras,0,0,26-07-20
Calaveras,0,0,27-07-20
Calaveras,2,0,28-07-20
Calaveras,2,0,29-07-20
Calaveras,4,0,30-07-20
Calaveras,1,0,31-07-20
Calaveras,4,0,01-08-20
Calaveras,0,0,02-08-20
Calaveras,1,0,03-08-20
Calaveras,-1,0,04-08-20
Calaveras,0,0,05-08-20
Calaveras,1,0,06-08-20
Calaveras,2,0,07-08-20
Calaveras,3,0,08-08-20
Calaveras,0,0,09-08-20
Calaveras,-1,0,10-08-20
Calaveras,40,0,11-08-20
Calaveras,-4,0,12-08-20
Calaveras,5,0,13-08-20
Calaveras,3,0,14-08-20
Calaveras,2,0,15-08-20
Calaveras,0,0,16-08-20
Calaveras,0,0,17-08-20
Alpine,1,0,30-03-20
Alpine,0,0,31-03-20
Alpine,0,0,01-04-20
Alpine,0,0,02-04-20
Alpine,0,0,03-04-20
Alpine,0,0,04-04-20
Alpine,0,0,05-04-20
Alpine,0,0,06-04-20
Alpine,0,0,07-04-20
Alpine,0,0,08-04-20
Alpine,0,0,09-04-20
Alpine,0,0,10-04-20
Alpine,0,0,11-04-20
Alpine,0,0,12-04-20
Alpine,0,0,13-04-20
Alpine,0,0,14-04-20
Alpine,0,0,15-04-20
Alpine,0,0,16-04-20
Alpine,0,0,17-04-20
Alpine,0,0,18-04-20
Alpine,0,0,19-04-20
Alpine,0,0,20-04-20
Alpine,0,0,21-04-20
Alpine,0,0,22-04-20
Alpine,0,0,23-04-20
Alpine,0,0,24-04-20
Alpine,0,0,25-04-20
Alpine,0,0,26-04-20
Alpine,0,0,27-04-20
Alpine,0,0,28-04-20
Alpine,0,0,29-04-20
Alpine,0,0,30-04-20
Alpine,0,0,01-05-20
Alpine,0,0,02-05-20
Alpine,0,0,03-05-20
Alpine,0,0,04-05-20
Alpine,0,0,05-05-20
Alpine,0,0,06-05-20
Alpine,0,0,07-05-20
Alpine,0,0,08-05-20
Alpine,0,0,09-05-20
Alpine,0,0,10-05-20
Alpine,0,0,11-05-20
Alpine,0,0,12-05-20
Alpine,0,0,13-05-20
Alpine,0,0,14-05-20
Alpine,0,0,15-05-20
Alpine,0,0,16-05-20
Alpine,0,0,17-05-20
Alpine,0,0,18-05-20
Alpine,0,0,19-05-20
Alpine,0,0,20-05-20
Alpine,0,0,21-05-20
Alpine,0,0,22-05-20
Alpine,0,0,23-05-20
Alpine,0,0,24-05-20
Alpine,0,0,25-05-20
Alpine,0,0,26-05-20
Alpine,0,0,27-05-20
Alpine,0,0,28-05-20
Alpine,0,0,29-05-20
Alpine,0,0,30-05-20
Alpine,0,0,31-05-20
Alpine,0,0,01-06-20
Alpine,0,0,02-06-20
Alpine,0,0,03-06-20
Alpine,0,0,04-06-20
Alpine,0,0,05-06-20
Alpine,0,0,06-06-20
Alpine,0,0,07-06-20
Alpine,0,0,08-06-20
Alpine,0,0,09-06-20
Alpine,0,0,10-06-20
Alpine,0,0,11-06-20
Alpine,0,0,12-06-20
Alpine,0,0,13-06-20
Alpine,0,0,14-06-20
Alpine,0,0,15-06-20
Alpine,0,0,16-06-20
Alpine,0,0,17-06-20
Alpine,0,0,18-06-20
Alpine,0,0,19-06-20
Alpine,0,0,20-06-20
Alpine,0,0,21-06-20
Alpine,0,0,22-06-20
Alpine,0,0,23-06-20
Alpine,0,0,24-06-20
Alpine,0,0,25-06-20
Alpine,0,0,26-06-20
Alpine,0,0,27-06-20
Alpine,0,0,28-06-20
Alpine,0,0,29-06-20
Alpine,0,0,30-06-20
Alpine,0,0,01-07-20
Alpine,0,0,02-07-20
Alpine,0,0,03-07-20
Alpine,0,0,04-07-20
Alpine,0,0,05-07-20
Alpine,0,0,06-07-20
Alpine,0,0,07-07-20
Alpine,0,0,08-07-20
Alpine,0,0,09-07-20
Alpine,0,0,10-07-20
Alpine,0,0,11-07-20
Alpine,0,0,12-07-20
Alpine,0,0,13-07-20
Alpine,0,0,14-07-20
Alpine,0,0,15-07-20
Alpine,0,0,16-07-20
Alpine,0,0,17-07-20
Alpine,1,0,18-07-20
Alpine,0,0,19-07-20
Alpine,0,0,20-07-20
Alpine,0,0,21-07-20
Alpine,0,0,22-07-20
Alpine,0,0,23-07-20
Alpine,0,0,24-07-20
Alpine,0,0,25-07-20
Alpine,0,0,26-07-20
Alpine,0,0,27-07-20
Alpine,0,0,28-07-20
Alpine,0,0,29-07-20
Alpine,0,0,30-07-20
Alpine,0,0,31-07-20
Alpine,0,0,01-08-20
Alpine,0,0,02-08-20
Alpine,0,0,03-08-20
Alpine,0,0,04-08-20
Alpine,0,0,05-08-20
Alpine,0,0,06-08-20
Alpine,0,0,07-08-20
Alpine,0,0,08-08-20
Alpine,0,0,09-08-20
Alpine,0,0,10-08-20
Alpine,0,0,11-08-20
Alpine,0,0,12-08-20
Alpine,0,0,13-08-20
Alpine,0,0,14-08-20
Alpine,0,0,15-08-20
Alpine,0,0,16-08-20
Alpine,0,0,17-08-20
Nevada,2,0,18-03-20
Nevada,0,0,19-03-20
Nevada,0,0,20-03-20
Nevada,0,0,21-03-20
Nevada,0,0,22-03-20
Nevada,0,0,23-03-20
Nevada,2,0,24-03-20
Nevada,1,0,25-03-20
Nevada,2,0,26-03-20
Nevada,-1,0,27-03-20
Nevada,5,0,28-03-20
Nevada,2,0,29-03-20
Nevada,1,0,30-03-20
Nevada,1,0,31-03-20
Nevada,0,0,01-04-20
Nevada,2,0,02-04-20
Nevada,2,1,03-04-20
Nevada,0,0,04-04-20
Nevada,0,0,05-04-20
Nevada,0,0,06-04-20
Nevada,1,0,07-04-20
Nevada,1,0,08-04-20
Nevada,2,0,09-04-20
Nevada,0,0,10-04-20
Nevada,1,0,11-04-20
Nevada,0,0,12-04-20
Nevada,0,0,13-04-20
Nevada,10,0,14-04-20
Nevada,0,0,15-04-20
Nevada,0,0,16-04-20
Nevada,0,0,17-04-20
Nevada,0,0,18-04-20
Nevada,0,0,19-04-20
Nevada,0,0,20-04-20
Nevada,2,0,21-04-20
Nevada,0,0,22-04-20
Nevada,0,0,23-04-20
Nevada,0,0,24-04-20
Nevada,1,0,25-04-20
Nevada,0,0,26-04-20
Nevada,2,0,27-04-20
Nevada,2,0,28-04-20
Nevada,0,0,29-04-20
Nevada,0,0,30-04-20
Nevada,0,0,01-05-20
Nevada,0,0,02-05-20
Nevada,0,0,03-05-20
Nevada,0,0,04-05-20
Nevada,0,0,05-05-20
Nevada,0,0,06-05-20
Nevada,0,0,07-05-20
Nevada,0,0,08-05-20
Nevada,0,0,09-05-20
Nevada,0,0,10-05-20
Nevada,0,0,11-05-20
Nevada,0,0,12-05-20
Nevada,0,0,13-05-20
Nevada,0,0,14-05-20
Nevada,0,0,15-05-20
Nevada,0,0,16-05-20
Nevada,0,0,17-05-20
Nevada,0,0,18-05-20
Nevada,0,0,19-05-20
Nevada,0,0,20-05-20
Nevada,0,0,21-05-20
Nevada,0,0,22-05-20
Nevada,0,0,23-05-20
Nevada,0,0,24-05-20
Nevada,0,0,25-05-20
Nevada,0,0,26-05-20
Nevada,0,0,27-05-20
Nevada,0,0,28-05-20
Nevada,0,0,29-05-20
Nevada,0,0,30-05-20
Nevada,0,0,31-05-20
Nevada,0,0,01-06-20
Nevada,0,0,02-06-20
Nevada,2,0,03-06-20
Nevada,6,0,04-06-20
Nevada,1,0,05-06-20
Nevada,0,0,06-06-20
Nevada,0,0,07-06-20
Nevada,0,0,08-06-20
Nevada,0,0,09-06-20
Nevada,0,0,10-06-20
Nevada,0,0,11-06-20
Nevada,2,0,12-06-20
Nevada,0,0,13-06-20
Nevada,0,0,14-06-20
Nevada,0,0,15-06-20
Nevada,1,0,16-06-20
Nevada,4,0,17-06-20
Nevada,11,0,18-06-20
Nevada,3,0,19-06-20
Nevada,2,0,20-06-20
Nevada,6,0,21-06-20
Nevada,0,0,22-06-20
Nevada,2,0,23-06-20
Nevada,11,0,24-06-20
Nevada,0,0,25-06-20
Nevada,9,0,26-06-20
Nevada,1,0,27-06-20
Nevada,1,0,28-06-20
Nevada,7,0,29-06-20
Nevada,4,0,30-06-20
Nevada,1,0,01-07-20
Nevada,3,0,02-07-20
Nevada,7,0,03-07-20
Nevada,0,0,04-07-20
Nevada,16,0,05-07-20
Nevada,5,0,06-07-20
Nevada,4,0,07-07-20
Nevada,6,0,08-07-20
Nevada,0,0,09-07-20
Nevada,5,0,10-07-20
Nevada,2,0,11-07-20
Nevada,3,0,12-07-20
Nevada,6,0,13-07-20
Nevada,8,0,14-07-20
Nevada,5,0,15-07-20
Nevada,6,0,16-07-20
Nevada,9,0,17-07-20
Nevada,4,0,18-07-20
Nevada,6,0,19-07-20
Nevada,8,0,20-07-20
Nevada,10,0,21-07-20
Nevada,11,0,22-07-20
Nevada,8,0,23-07-20
Nevada,8,0,24-07-20
Nevada,2,0,25-07-20
Nevada,4,0,26-07-20
Nevada,7,0,27-07-20
Nevada,10,0,28-07-20
Nevada,10,0,29-07-20
Nevada,4,0,30-07-20
Nevada,10,0,31-07-20
Nevada,3,0,01-08-20
Nevada,9,0,02-08-20
Nevada,1,0,03-08-20
Nevada,7,0,04-08-20
Nevada,5,0,05-08-20
Nevada,-6,0,06-08-20
Nevada,3,0,07-08-20
Nevada,1,0,08-08-20
Nevada,7,0,09-08-20
Nevada,24,0,10-08-20
Nevada,2,0,11-08-20
Nevada,-1,0,12-08-20
Nevada,5,0,13-08-20
Nevada,15,1,14-08-20
Nevada,-1,0,15-08-20
Nevada,3,0,16-08-20
Nevada,4,0,17-08-20
Butte,0,0,18-03-20
Butte,0,0,19-03-20
Butte,0,0,20-03-20
Butte,1,0,21-03-20
Butte,0,0,22-03-20
Butte,1,0,23-03-20
Butte,1,0,24-03-20
Butte,1,0,25-03-20
Butte,0,0,26-03-20
Butte,0,0,27-03-20
Butte,0,0,28-03-20
Butte,0,0,29-03-20
Butte,1,0,30-03-20
Butte,1,0,31-03-20
Butte,0,0,01-04-20
Butte,1,0,02-04-20
Butte,1,0,03-04-20
Butte,2,0,04-04-20
Butte,0,0,05-04-20
Butte,1,0,06-04-20
Butte,0,0,07-04-20
Butte,0,0,08-04-20
Butte,1,0,09-04-20
Butte,1,0,10-04-20
Butte,0,0,11-04-20
Butte,0,0,12-04-20
Butte,0,0,13-04-20
Butte,0,0,14-04-20
Butte,1,0,15-04-20
Butte,1,0,16-04-20
Butte,0,0,17-04-20
Butte,0,0,18-04-20
Butte,0,0,19-04-20
Butte,0,0,20-04-20
Butte,0,0,21-04-20
Butte,0,0,22-04-20
Butte,0,0,23-04-20
Butte,0,0,24-04-20
Butte,1,0,25-04-20
Butte,0,0,26-04-20
Butte,0,0,27-04-20
Butte,0,0,28-04-20
Butte,0,0,29-04-20
Butte,0,0,30-04-20
Butte,1,0,01-05-20
Butte,0,0,02-05-20
Butte,0,0,03-05-20
Butte,-1,0,04-05-20
Butte,3,0,05-05-20
Butte,0,0,06-05-20
Butte,0,0,07-05-20
Butte,-1,0,08-05-20
Butte,0,0,09-05-20
Butte,0,0,10-05-20
Butte,1,0,11-05-20
Butte,1,0,12-05-20
Butte,1,0,13-05-20
Butte,1,0,14-05-20
Butte,0,0,15-05-20
Butte,0,0,16-05-20
Butte,1,0,17-05-20
Butte,1,0,18-05-20
Butte,1,0,19-05-20
Butte,5,0,20-05-20
Butte,1,0,21-05-20
Butte,3,0,22-05-20
Butte,0,0,23-05-20
Butte,1,0,24-05-20
Butte,2,0,25-05-20
Butte,0,0,26-05-20
Butte,3,0,27-05-20
Butte,0,0,28-05-20
Butte,1,0,29-05-20
Butte,3,0,30-05-20
Butte,7,0,31-05-20
Butte,-1,0,01-06-20
Butte,1,1,02-06-20
Butte,2,0,03-06-20
Butte,4,0,04-06-20
Butte,4,0,05-06-20
Butte,2,0,06-06-20
Butte,1,0,07-06-20
Butte,4,0,08-06-20
Butte,2,0,09-06-20
Butte,1,0,10-06-20
Butte,1,0,11-06-20
Butte,-1,0,12-06-20
Butte,1,0,13-06-20
Butte,6,0,14-06-20
Butte,0,0,15-06-20
Butte,1,0,16-06-20
Butte,2,0,17-06-20
Butte,7,0,18-06-20
Butte,3,0,19-06-20
Butte,3,0,20-06-20
Butte,3,0,21-06-20
Butte,7,0,22-06-20
Butte,7,0,23-06-20
Butte,8,0,24-06-20
Butte,9,1,25-06-20
Butte,8,0,26-06-20
Butte,2,0,27-06-20
Butte,16,0,28-06-20
Butte,14,0,29-06-20
Butte,9,0,30-06-20
Butte,9,0,01-07-20
Butte,13,1,02-07-20
Butte,13,0,03-07-20
Butte,12,0,04-07-20
Butte,24,0,05-07-20
Butte,9,0,06-07-20
Butte,12,0,07-07-20
Butte,12,1,08-07-20
Butte,14,0,09-07-20
Butte,23,0,10-07-20
Butte,7,0,11-07-20
Butte,16,0,12-07-20
Butte,13,0,13-07-20
Butte,28,0,14-07-20
Butte,38,0,15-07-20
Butte,45,0,16-07-20
Butte,32,0,17-07-20
Butte,54,0,18-07-20
Butte,4,0,19-07-20
Butte,31,1,20-07-20
Butte,73,0,21-07-20
Butte,35,0,22-07-20
Butte,32,0,23-07-20
Butte,25,0,24-07-20
Butte,59,0,25-07-20
Butte,12,0,26-07-20
Butte,21,2,27-07-20
Butte,14,0,28-07-20
Butte,32,0,29-07-20
Butte,26,0,30-07-20
Butte,10,0,31-07-20
Butte,51,0,01-08-20
Butte,11,0,02-08-20
Butte,2,0,03-08-20
Butte,22,1,04-08-20
Butte,27,0,05-08-20
Butte,22,0,06-08-20
Butte,32,0,07-08-20
Butte,48,0,08-08-20
Butte,15,0,09-08-20
Butte,19,0,10-08-20
Butte,122,0,11-08-20
Butte,21,0,12-08-20
Butte,28,4,13-08-20
Butte,39,0,14-08-20
Butte,25,0,15-08-20
Butte,23,0,16-08-20
Butte,31,0,17-08-20
Santa Cruz,11,0,18-03-20
Santa Cruz,2,0,19-03-20
Santa Cruz,0,0,20-03-20
Santa Cruz,4,0,21-03-20
Santa Cruz,2,0,22-03-20
Santa Cruz,2,0,23-03-20
Santa Cruz,1,0,24-03-20
Santa Cruz,4,0,25-03-20
Santa Cruz,4,0,26-03-20
Santa Cruz,1,0,27-03-20
Santa Cruz,0,0,28-03-20
Santa Cruz,2,1,29-03-20
Santa Cruz,3,0,30-03-20
Santa Cruz,4,0,31-03-20
Santa Cruz,4,0,01-04-20
Santa Cruz,5,0,02-04-20
Santa Cruz,3,0,03-04-20
Santa Cruz,4,0,04-04-20
Santa Cruz,3,0,05-04-20
Santa Cruz,6,0,06-04-20
Santa Cruz,2,0,07-04-20
Santa Cruz,2,0,08-04-20
Santa Cruz,4,0,09-04-20
Santa Cruz,2,0,10-04-20
Santa Cruz,4,0,11-04-20
Santa Cruz,1,0,12-04-20
Santa Cruz,2,0,13-04-20
Santa Cruz,2,0,14-04-20
Santa Cruz,8,0,15-04-20
Santa Cruz,-2,1,16-04-20
Santa Cruz,4,0,17-04-20
Santa Cruz,2,0,18-04-20
Santa Cruz,2,0,19-04-20
Santa Cruz,4,0,20-04-20
Santa Cruz,2,0,21-04-20
Santa Cruz,2,0,22-04-20
Santa Cruz,4,0,23-04-20
Santa Cruz,1,0,24-04-20
Santa Cruz,1,0,25-04-20
Santa Cruz,4,0,26-04-20
Santa Cruz,7,0,27-04-20
Santa Cruz,0,0,28-04-20
Santa Cruz,1,0,29-04-20
Santa Cruz,2,0,30-04-20
Santa Cruz,1,0,01-05-20
Santa Cruz,4,0,02-05-20
Santa Cruz,2,0,03-05-20
Santa Cruz,0,0,04-05-20
Santa Cruz,1,0,05-05-20
Santa Cruz,1,0,06-05-20
Santa Cruz,1,0,07-05-20
Santa Cruz,1,0,08-05-20
Santa Cruz,1,0,09-05-20
Santa Cruz,1,0,10-05-20
Santa Cruz,1,0,11-05-20
Santa Cruz,1,0,12-05-20
Santa Cruz,1,0,13-05-20
Santa Cruz,3,0,14-05-20
Santa Cruz,1,1,15-05-20
Santa Cruz,8,0,16-05-20
Santa Cruz,1,0,17-05-20
Santa Cruz,5,0,18-05-20
Santa Cruz,1,0,19-05-20
Santa Cruz,2,0,20-05-20
Santa Cruz,1,0,21-05-20
Santa Cruz,7,0,22-05-20
Santa Cruz,6,0,23-05-20
Santa Cruz,8,0,24-05-20
Santa Cruz,6,0,25-05-20
Santa Cruz,6,0,26-05-20
Santa Cruz,5,0,27-05-20
Santa Cruz,-1,0,28-05-20
Santa Cruz,2,0,29-05-20
Santa Cruz,3,0,30-05-20
Santa Cruz,4,0,31-05-20
Santa Cruz,5,0,01-06-20
Santa Cruz,0,0,02-06-20
Santa Cruz,2,0,03-06-20
Santa Cruz,1,0,04-06-20
Santa Cruz,4,0,05-06-20
Santa Cruz,4,0,06-06-20
Santa Cruz,4,0,07-06-20
Santa Cruz,4,0,08-06-20
Santa Cruz,3,0,09-06-20
Santa Cruz,5,0,10-06-20
Santa Cruz,5,0,11-06-20
Santa Cruz,4,0,12-06-20
Santa Cruz,3,0,13-06-20
Santa Cruz,0,0,14-06-20
Santa Cruz,0,0,15-06-20
Santa Cruz,3,0,16-06-20
Santa Cruz,8,0,17-06-20
Santa Cruz,10,-1,18-06-20
Santa Cruz,8,1,19-06-20
Santa Cruz,4,0,20-06-20
Santa Cruz,3,0,21-06-20
Santa Cruz,0,0,22-06-20
Santa Cruz,23,0,23-06-20
Santa Cruz,16,0,24-06-20
Santa Cruz,7,0,25-06-20
Santa Cruz,10,0,26-06-20
Santa Cruz,4,0,27-06-20
Santa Cruz,10,0,28-06-20
Santa Cruz,13,0,29-06-20
Santa Cruz,18,0,30-06-20
Santa Cruz,8,0,01-07-20
Santa Cruz,15,0,02-07-20
Santa Cruz,22,0,03-07-20
Santa Cruz,30,0,04-07-20
Santa Cruz,1,0,05-07-20
Santa Cruz,-1,0,06-07-20
Santa Cruz,36,0,07-07-20
Santa Cruz,7,0,08-07-20
Santa Cruz,17,0,09-07-20
Santa Cruz,14,0,10-07-20
Santa Cruz,31,0,11-07-20
Santa Cruz,2,0,12-07-20
Santa Cruz,1,0,13-07-20
Santa Cruz,65,0,14-07-20
Santa Cruz,21,0,15-07-20
Santa Cruz,38,0,16-07-20
Santa Cruz,18,0,17-07-20
Santa Cruz,35,0,18-07-20
Santa Cruz,2,0,19-07-20
Santa Cruz,5,0,20-07-20
Santa Cruz,77,0,21-07-20
Santa Cruz,31,0,22-07-20
Santa Cruz,21,1,23-07-20
Santa Cruz,43,0,24-07-20
Santa Cruz,9,0,25-07-20
Santa Cruz,31,0,26-07-20
Santa Cruz,14,0,27-07-20
Santa Cruz,34,0,28-07-20
Santa Cruz,33,0,29-07-20
Santa Cruz,36,0,30-07-20
Santa Cruz,31,0,31-07-20
Santa Cruz,46,0,01-08-20
Santa Cruz,-2,0,02-08-20
Santa Cruz,-8,0,03-08-20
Santa Cruz,48,0,04-08-20
Santa Cruz,-10,0,05-08-20
Santa Cruz,23,0,06-08-20
Santa Cruz,19,0,07-08-20
Santa Cruz,13,2,08-08-20
Santa Cruz,-1,0,09-08-20
Santa Cruz,-7,0,10-08-20
Santa Cruz,113,0,11-08-20
Santa Cruz,30,0,12-08-20
Santa Cruz,1,0,13-08-20
Santa Cruz,35,0,14-08-20
Santa Cruz,31,1,15-08-20
Santa Cruz,0,0,16-08-20
Santa Cruz,4,0,17-08-20
Mendocino,0,0,18-03-20
Mendocino,1,0,19-03-20
Mendocino,0,0,20-03-20
Mendocino,0,0,21-03-20
Mendocino,0,0,22-03-20
Mendocino,0,0,23-03-20
Mendocino,0,0,24-03-20
Mendocino,0,0,25-03-20
Mendocino,0,0,26-03-20
Mendocino,1,0,27-03-20
Mendocino,0,0,28-03-20
Mendocino,0,0,29-03-20
Mendocino,0,0,30-03-20
Mendocino,2,0,31-03-20
Mendocino,0,0,01-04-20
Mendocino,0,0,02-04-20
Mendocino,0,0,03-04-20
Mendocino,0,0,04-04-20
Mendocino,0,0,05-04-20
Mendocino,0,0,06-04-20
Mendocino,0,0,07-04-20
Mendocino,0,0,08-04-20
Mendocino,0,0,09-04-20
Mendocino,0,0,10-04-20
Mendocino,0,0,11-04-20
Mendocino,0,0,12-04-20
Mendocino,0,0,13-04-20
Mendocino,0,0,14-04-20
Mendocino,0,0,15-04-20
Mendocino,0,0,16-04-20
Mendocino,0,0,17-04-20
Mendocino,0,0,18-04-20
Mendocino,0,0,19-04-20
Mendocino,1,0,20-04-20
Mendocino,0,0,21-04-20
Mendocino,0,0,22-04-20
Mendocino,0,0,23-04-20
Mendocino,0,0,24-04-20
Mendocino,0,0,25-04-20
Mendocino,0,0,26-04-20
Mendocino,5,0,27-04-20
Mendocino,0,0,28-04-20
Mendocino,1,0,29-04-20
Mendocino,0,0,30-04-20
Mendocino,0,0,01-05-20
Mendocino,-1,0,02-05-20
Mendocino,0,0,03-05-20
Mendocino,0,0,04-05-20
Mendocino,0,0,05-05-20
Mendocino,0,0,06-05-20
Mendocino,0,0,07-05-20
Mendocino,0,0,08-05-20
Mendocino,0,0,09-05-20
Mendocino,0,0,10-05-20
Mendocino,0,0,11-05-20
Mendocino,0,0,12-05-20
Mendocino,0,0,13-05-20
Mendocino,0,0,14-05-20
Mendocino,0,0,15-05-20
Mendocino,0,0,16-05-20
Mendocino,0,0,17-05-20
Mendocino,2,0,18-05-20
Mendocino,0,0,19-05-20
Mendocino,0,0,20-05-20
Mendocino,0,0,21-05-20
Mendocino,1,0,22-05-20
Mendocino,0,0,23-05-20
Mendocino,6,0,24-05-20
Mendocino,0,0,25-05-20
Mendocino,1,0,26-05-20
Mendocino,1,0,27-05-20
Mendocino,3,0,28-05-20
Mendocino,1,0,29-05-20
Mendocino,-1,0,30-05-20
Mendocino,0,0,31-05-20
Mendocino,4,0,01-06-20
Mendocino,1,0,02-06-20
Mendocino,0,0,03-06-20
Mendocino,0,0,04-06-20
Mendocino,3,0,05-06-20
Mendocino,0,0,06-06-20
Mendocino,0,0,07-06-20
Mendocino,0,0,08-06-20
Mendocino,3,0,09-06-20
Mendocino,0,0,10-06-20
Mendocino,0,0,11-06-20
Mendocino,-2,0,12-06-20
Mendocino,0,0,13-06-20
Mendocino,0,0,14-06-20
Mendocino,0,0,15-06-20
Mendocino,2,0,16-06-20
Mendocino,7,0,17-06-20
Mendocino,3,0,18-06-20
Mendocino,3,0,19-06-20
Mendocino,0,0,20-06-20
Mendocino,0,0,21-06-20
Mendocino,0,0,22-06-20
Mendocino,13,0,23-06-20
Mendocino,-1,0,24-06-20
Mendocino,1,0,25-06-20
Mendocino,2,0,26-06-20
Mendocino,0,0,27-06-20
Mendocino,1,0,28-06-20
