county,cases,death,date
Kings,23,0,11-05-20
Kings,13,0,12-05-20
Kings,12,0,13-05-20
Kings,28,0,14-05-20
Kings,5,0,15-05-20
Kings,9,1,16-05-20
Kings,0,0,17-05-20
Kings,25,0,18-05-20
Kings,12,0,19-05-20
Kings,10,0,20-05-20
Kings,14,0,21-05-20
Kings,11,0,22-05-20
Kings,16,0,23-05-20
Kings,2,0,24-05-20
Kings,1,0,25-05-20
Kings,2,0,26-05-20
Kings,137,1,27-05-20
Kings,40,0,28-05-20
Kings,67,0,29-05-20
Kings,10,0,30-05-20
Kings,0,2,31-05-20
Kings,0,0,01-06-20
Kings,17,0,02-06-20
Kings,24,1,03-06-20
Kings,98,0,04-06-20
Kings,23,0,05-06-20
Kings,17,0,06-06-20
Kings,0,0,07-06-20
Kings,10,0,08-06-20
Kings,42,0,09-06-20
Kings,18,0,10-06-20
Kings,11,0,11-06-20
Kings,24,0,12-06-20
Kings,36,0,13-06-20
Kings,-1,0,14-06-20
Kings,0,0,15-06-20
Kings,22,2,16-06-20
Kings,53,1,17-06-20
Kings,44,1,18-06-20
Kings,144,0,19-06-20
Kings,46,2,20-06-20
Kings,3,2,21-06-20
Kings,179,4,22-06-20
Kings,214,0,23-06-20
Kings,336,2,24-06-20
Kings,50,1,25-06-20
Kings,67,0,26-06-20
Kings,45,1,27-06-20
Kings,26,2,28-06-20
Kings,67,4,29-06-20
Kings,26,2,30-06-20
Kings,26,0,01-07-20
Kings,49,3,02-07-20
Kings,73,0,03-07-20
Kings,17,0,04-07-20
Kings,37,0,05-07-20
Kings,37,4,06-07-20
Kings,40,0,07-07-20
Kings,6,1,08-07-20
Kings,57,1,09-07-20
Kings,21,0,10-07-20
Kings,46,0,11-07-20
Kings,26,0,12-07-20
Kings,45,1,13-07-20
Kings,43,0,14-07-20
Kings,39,0,15-07-20
Kings,31,1,16-07-20
Kings,41,0,17-07-20
Kings,18,0,18-07-20
Kings,39,0,19-07-20
Kings,58,1,20-07-20
Kings,94,0,21-07-20
Kings,84,3,22-07-20
Kings,100,0,23-07-20
Kings,100,0,24-07-20
Kings,45,0,25-07-20
Kings,75,2,26-07-20
Kings,94,2,27-07-20
Kings,36,1,28-07-20
Kings,34,0,29-07-20
Kings,30,4,30-07-20
Kings,22,2,31-07-20
Kings,141,0,01-08-20
Kings,16,0,02-08-20
Kings,143,0,03-08-20
Kings,56,0,04-08-20
Kings,29,0,05-08-20
Kings,72,0,06-08-20
Kings,51,0,07-08-20
Kings,52,0,08-08-20
Kings,79,0,09-08-20
Kings,142,0,10-08-20
Kings,108,0,11-08-20
Kings,40,6,12-08-20
Kings,88,2,13-08-20
Kings,129,0,14-08-20
Kings,86,0,15-08-20
Kings,107,2,16-08-20
Kings,103,0,17-08-20
Kern,1,0,18-03-20
Kern,2,0,19-03-20
Kern,0,0,20-03-20
Kern,0,0,21-03-20
Kern,0,0,22-03-20
Kern,2,0,23-03-20
Kern,0,0,24-03-20
Kern,8,0,25-03-20
Kern,7,0,26-03-20
Kern,0,0,27-03-20
Kern,0,0,28-03-20
Kern,0,0,29-03-20
Kern,10,0,30-03-20
Kern,17,0,31-03-20
Kern,6,0,01-04-20
Kern,21,0,02-04-20
Kern,13,1,03-04-20
Kern,16,1,04-04-20
Kern,6,0,05-04-20
Kern,8,0,06-04-20
Kern,17,0,07-04-20
Kern,64,0,08-04-20
Kern,43,0,09-04-20
Kern,31,1,10-04-20
Kern,32,0,11-04-20
Kern,15,0,12-04-20
Kern,60,0,13-04-20
Kern,74,0,14-04-20
Kern,47,0,15-04-20
Kern,87,0,16-04-20
Kern,25,0,17-04-20
Kern,14,0,18-04-20
Kern,3,0,19-04-20
Kern,22,0,20-04-20
Kern,25,1,21-04-20
Kern,37,0,22-04-20
Kern,19,0,23-04-20
Kern,38,0,24-04-20
Kern,32,0,25-04-20
Kern,29,1,26-04-20
Kern,34,0,27-04-20
Kern,17,0,28-04-20
Kern,28,1,29-04-20
Kern,31,2,30-04-20
Kern,31,0,01-05-20
Kern,35,0,02-05-20
Kern,18,0,03-05-20
Kern,22,2,04-05-20
Kern,37,1,05-05-20
Kern,28,3,06-05-20
Kern,64,1,07-05-20
Kern,38,1,08-05-20
Kern,48,0,09-05-20
Kern,38,0,10-05-20
Kern,31,0,11-05-20
Kern,32,5,12-05-20
Kern,27,1,13-05-20
Kern,40,3,14-05-20
Kern,42,0,15-05-20
Kern,37,0,16-05-20
Kern,37,1,17-05-20
Kern,20,0,18-05-20
Kern,35,0,19-05-20
Kern,38,1,20-05-20
Kern,45,1,21-05-20
Kern,65,2,22-05-20
Kern,57,1,23-05-20
Kern,55,0,24-05-20
Kern,29,0,25-05-20
Kern,0,4,26-05-20
Kern,109,1,27-05-20
Kern,70,1,28-05-20
Kern,59,0,29-05-20
Kern,89,1,30-05-20
Kern,83,0,31-05-20
Kern,66,0,01-06-20
Kern,40,1,02-06-20
Kern,46,2,03-06-20
Kern,78,4,04-06-20
Kern,94,1,05-06-20
Kern,71,0,06-06-20
Kern,76,0,07-06-20
Kern,82,4,08-06-20
Kern,67,0,09-06-20
Kern,80,3,10-06-20
Kern,47,1,11-06-20
Kern,105,1,12-06-20
Kern,87,0,13-06-20
Kern,89,0,14-06-20
Kern,89,2,15-06-20
Kern,79,1,16-06-20
Kern,51,2,17-06-20
Kern,87,0,18-06-20
Kern,108,0,19-06-20
Kern,94,0,20-06-20
Kern,82,0,21-06-20
Kern,64,6,22-06-20
Kern,105,0,23-06-20
Kern,68,4,24-06-20
Kern,90,0,25-06-20
Kern,135,0,26-06-20
Kern,94,0,27-06-20
Kern,118,0,28-06-20
Kern,133,0,29-06-20
Kern,82,3,30-06-20
Kern,206,3,01-07-20
Kern,23,1,02-07-20
Kern,177,3,03-07-20
Kern,18,1,04-07-20
Kern,120,0,05-07-20
Kern,140,1,06-07-20
Kern,154,2,07-07-20
Kern,228,3,08-07-20
Kern,227,2,09-07-20
Kern,244,8,10-07-20
Kern,165,0,11-07-20
Kern,153,0,12-07-20
Kern,146,1,13-07-20
Kern,171,0,14-07-20
Kern,176,0,15-07-20
Kern,280,7,16-07-20
Kern,856,0,17-07-20
Kern,959,0,18-07-20
Kern,844,0,19-07-20
Kern,814,0,20-07-20
Kern,1090,0,21-07-20
Kern,1515,10,22-07-20
Kern,978,0,23-07-20
Kern,1633,8,24-07-20
Kern,786,0,25-07-20
Kern,484,0,26-07-20
Kern,600,0,27-07-20
Kern,840,12,28-07-20
Kern,239,0,29-07-20
Kern,479,4,30-07-20
Kern,509,1,31-07-20
Kern,735,4,01-08-20
Kern,366,0,02-08-20
Kern,123,0,03-08-20
Kern,118,7,04-08-20
Kern,137,1,05-08-20
Kern,303,0,06-08-20
Kern,300,8,07-08-20
Kern,660,11,08-08-20
Kern,877,0,09-08-20
Kern,819,0,10-08-20
Kern,543,12,11-08-20
Kern,149,0,12-08-20
Kern,281,4,13-08-20
Kern,421,17,14-08-20
Kern,445,0,15-08-20
Kern,182,0,16-08-20
Kern,253,0,17-08-20
Riverside,11,2,18-03-20
Riverside,3,1,19-03-20
Riverside,5,0,20-03-20
Riverside,1,0,21-03-20
Riverside,6,2,22-03-20
Riverside,13,0,23-03-20
Riverside,17,0,24-03-20
Riverside,31,0,25-03-20
Riverside,31,2,26-03-20
Riverside,3,0,27-03-20
Riverside,0,0,28-03-20
Riverside,1,0,29-03-20
Riverside,82,0,30-03-20
Riverside,80,1,31-03-20
Riverside,22,3,01-04-20
Riverside,132,2,02-04-20
Riverside,102,1,03-04-20
Riverside,112,1,04-04-20
Riverside,17,2,05-04-20
Riverside,185,0,06-04-20
Riverside,51,8,07-04-20
Riverside,69,3,08-04-20
Riverside,109,1,09-04-20
Riverside,79,9,10-04-20
Riverside,98,0,11-04-20
Riverside,70,1,12-04-20
Riverside,130,11,13-04-20
Riverside,7,4,14-04-20
Riverside,256,5,15-04-20
Riverside,190,6,16-04-20
Riverside,167,8,17-04-20
Riverside,177,5,18-04-20
Riverside,59,5,19-04-20
Riverside,161,6,20-04-20
Riverside,154,7,21-04-20
Riverside,191,13,22-04-20
Riverside,113,1,23-04-20
Riverside,109,8,24-04-20
Riverside,-7,0,25-04-20
Riverside,264,13,26-04-20
Riverside,80,7,27-04-20
Riverside,123,4,28-04-20
Riverside,196,7,29-04-20
Riverside,120,7,30-04-20
Riverside,73,11,01-05-20
Riverside,104,0,02-05-20
Riverside,37,9,03-05-20
Riverside,187,8,04-05-20
Riverside,88,6,05-05-20
Riverside,226,4,06-05-20
Riverside,73,9,07-05-20
Riverside,64,7,08-05-20
Riverside,199,2,09-05-20
Riverside,80,3,10-05-20
Riverside,131,13,11-05-20
Riverside,52,10,12-05-20
Riverside,70,8,13-05-20
Riverside,135,3,14-05-20
Riverside,157,6,15-05-20
Riverside,137,4,16-05-20
Riverside,143,4,17-05-20
Riverside,97,5,18-05-20
Riverside,90,6,19-05-20
Riverside,127,9,20-05-20
Riverside,155,6,21-05-20
Riverside,106,9,22-05-20
Riverside,109,1,23-05-20
Riverside,111,5,24-05-20
Riverside,329,5,25-05-20
Riverside,17,5,26-05-20
Riverside,239,6,27-05-20
Riverside,84,11,28-05-20
Riverside,136,8,29-05-20
Riverside,116,0,30-05-20
Riverside,212,5,31-05-20
Riverside,217,0,01-06-20
Riverside,170,0,02-06-20
Riverside,117,1,03-06-20
Riverside,265,0,04-06-20
Riverside,227,10,05-06-20
Riverside,235,0,06-06-20
Riverside,170,0,07-06-20
Riverside,141,9,08-06-20
Riverside,265,1,09-06-20
Riverside,346,15,10-06-20
Riverside,157,0,11-06-20
Riverside,602,3,12-06-20
Riverside,315,0,13-06-20
Riverside,287,0,14-06-20
Riverside,158,1,15-06-20
Riverside,262,11,16-06-20
Riverside,221,4,17-06-20
Riverside,551,9,18-06-20
Riverside,300,2,19-06-20
Riverside,311,0,20-06-20
Riverside,507,0,21-06-20
Riverside,420,14,22-06-20
Riverside,521,7,23-06-20
Riverside,477,1,24-06-20
Riverside,340,3,25-06-20
Riverside,669,3,26-06-20
Riverside,397,0,27-06-20
Riverside,905,0,28-06-20
Riverside,1313,2,29-06-20
Riverside,656,17,30-06-20
Riverside,310,6,01-07-20
Riverside,717,2,02-07-20
Riverside,918,14,03-07-20
Riverside,337,0,04-07-20
Riverside,3,0,05-07-20
Riverside,974,7,06-07-20
Riverside,794,20,07-07-20
Riverside,763,9,08-07-20
Riverside,938,18,09-07-20
Riverside,501,4,10-07-20
Riverside,513,0,11-07-20
Riverside,410,0,12-07-20
Riverside,732,13,13-07-20
Riverside,714,3,14-07-20
Riverside,642,24,15-07-20
Riverside,412,8,16-07-20
Riverside,735,2,17-07-20
Riverside,606,0,18-07-20
Riverside,95,0,19-07-20
Riverside,823,1,20-07-20
Riverside,1068,1,21-07-20
Riverside,862,28,22-07-20
Riverside,740,20,23-07-20
Riverside,680,0,24-07-20
Riverside,408,0,25-07-20
Riverside,715,0,26-07-20
Riverside,186,34,27-07-20
Riverside,636,1,28-07-20
Riverside,510,10,29-07-20
Riverside,340,6,30-07-20
Riverside,304,7,31-07-20
Riverside,604,0,01-08-20
Riverside,291,0,02-08-20
Riverside,135,42,03-08-20
Riverside,349,1,04-08-20
Riverside,463,14,05-08-20
Riverside,815,18,06-08-20
Riverside,633,29,07-08-20
Riverside,510,0,08-08-20
Riverside,482,0,09-08-20
Riverside,1402,21,10-08-20
Riverside,941,4,11-08-20
Riverside,510,29,12-08-20
Riverside,580,26,13-08-20
Riverside,1129,2,14-08-20
Riverside,264,0,15-08-20
Riverside,949,0,16-08-20
Riverside,393,31,17-08-20
Unassigned,21,0,18-03-20
Unassigned,-8,0,19-03-20
Unassigned,3,0,20-03-20
Unassigned,38,0,21-03-20
Unassigned,5,1,22-03-20
Unassigned,0,-1,23-03-20
Unassigned,6,0,24-03-20
Unassigned,3,0,25-03-20
Unassigned,1,1,26-03-20
Unassigned,-26,0,27-03-20
Unassigned,4,0,28-03-20
Unassigned,3,0,29-03-20
Unassigned,0,0,30-03-20
Unassigned,0,0,31-03-20
Unassigned,0,0,01-04-20
Unassigned,-1,0,02-04-20
Unassigned,5,0,03-04-20
Unassigned,-2,0,04-04-20
Unassigned,0,0,05-04-20
Unassigned,1,1,06-04-20
Unassigned,0,0,07-04-20
Unassigned,2,0,08-04-20
Unassigned,-2,0,09-04-20
Unassigned,-51,-2,10-04-20
Unassigned,0,0,11-04-20
Unassigned,0,0,12-04-20
Unassigned,0,0,13-04-20
Unassigned,0,0,14-04-20
Unassigned,0,0,15-04-20
Unassigned,2,0,16-04-20
Unassigned,-2,0,17-04-20
Unassigned,1,0,18-04-20
Unassigned,-2,0,19-04-20
Unassigned,1,0,20-04-20
Unassigned,0,0,21-04-20
Unassigned,1,0,22-04-20
Unassigned,0,0,23-04-20
Unassigned,-1,0,24-04-20
Unassigned,1,0,25-04-20
Unassigned,0,0,26-04-20
Unassigned,0,0,27-04-20
Unassigned,-1,0,28-04-20
Unassigned,0,0,29-04-20
Unassigned,1,0,30-04-20
Unassigned,1,0,01-05-20
Unassigned,-2,0,02-05-20
Unassigned,1,0,03-05-20
Unassigned,0,0,04-05-20
Unassigned,-1,0,05-05-20
Unassigned,0,0,06-05-20
Unassigned,0,0,07-05-20
Unassigned,0,0,08-05-20
Unassigned,1,0,09-05-20
Unassigned,-1,0,10-05-20
Unassigned,1,0,11-05-20
Unassigned,1,0,12-05-20
Unassigned,-2,0,13-05-20
Unassigned,0,0,14-05-20
Unassigned,1,0,15-05-20
Unassigned,1,0,16-05-20
Unassigned,-1,0,17-05-20
Unassigned,0,0,18-05-20
Unassigned,3,0,19-05-20
Unassigned,-3,0,20-05-20
Unassigned,-1,0,21-05-20
Unassigned,1,0,22-05-20
Unassigned,-1,0,23-05-20
Unassigned,0,0,24-05-20
Unassigned,0,0,25-05-20
Unassigned,0,0,26-05-20
Unassigned,0,0,27-05-20
Unassigned,1,0,28-05-20
Unassigned,2,0,29-05-20
Unassigned,-2,0,30-05-20
Unassigned,-1,0,31-05-20
Unassigned,1,0,01-06-20
Unassigned,0,0,02-06-20
Unassigned,-1,0,03-06-20
Unassigned,1,0,04-06-20
Unassigned,0,0,05-06-20
Unassigned,-1,0,06-06-20
Unassigned,1,0,07-06-20
Unassigned,-1,0,08-06-20
Unassigned,2,0,09-06-20
Unassigned,-1,0,10-06-20
Unassigned,-1,0,11-06-20
Unassigned,1,0,12-06-20
Unassigned,2,0,13-06-20
Unassigned,-3,0,14-06-20
Unassigned,2,0,15-06-20
Unassigned,-2,0,16-06-20
Unassigned,3,0,17-06-20
Unassigned,-2,0,18-06-20
Unassigned,0,0,19-06-20
Unassigned,0,0,20-06-20
Unassigned,0,0,21-06-20
Unassigned,1,0,22-06-20
Unassigned,-1,0,23-06-20
Unassigned,-1,0,24-06-20
Unassigned,0,0,25-06-20
Unassigned,1,0,26-06-20
Unassigned,0,0,27-06-20
Unassigned,2,0,28-06-20
Unassigned,-1,0,29-06-20
Unassigned,1,0,30-06-20
Unassigned,1,0,01-07-20
Unassigned,1,0,02-07-20
Unassigned,-1,0,03-07-20
Unassigned,-1,0,04-07-20
Unassigned,2,0,05-07-20
Unassigned,1,0,06-07-20
Unassigned,-2,0,07-07-20
Unassigned,-1,0,08-07-20
Unassigned,-1,0,09-07-20
Unassigned,1,0,10-07-20
Unassigned,-2,0,11-07-20
Unassigned,2,0,12-07-20
Unassigned,3,0,13-07-20
Unassigned,-4,0,14-07-20
Unassigned,6,0,15-07-20
Unassigned,-6,0,16-07-20
Unassigned,11,0,17-07-20
Unassigned,-7,0,18-07-20
Unassigned,2,0,19-07-20
Unassigned,3,0,20-07-20
Unassigned,-10,0,21-07-20
Unassigned,1,0,22-07-20
Unassigned,0,0,23-07-20
Unassigned,1,0,24-07-20
Unassigned,-2,0,25-07-20
Unassigned,3,0,26-07-20
Unassigned,-1,0,27-07-20
Unassigned,-1,0,28-07-20
Unassigned,-2,0,29-07-20
Unassigned,2,0,30-07-20
Unassigned,-1,0,31-07-20
Unassigned,-1,0,01-08-20
Unassigned,1,0,02-08-20
Unassigned,0,0,03-08-20
Unassigned,3,0,04-08-20
Unassigned,-3,0,05-08-20
Unassigned,-1,0,06-08-20
Unassigned,0,0,07-08-20
Unassigned,4,0,08-08-20
Unassigned,-1,0,09-08-20
Unassigned,-1,0,10-08-20
Unassigned,2,0,11-08-20
Unassigned,1,0,12-08-20
Unassigned,-5,0,13-08-20
Unassigned,2,0,14-08-20
Unassigned,-2,0,15-08-20
Unassigned,0,0,16-08-20
Unassigned,0,0,17-08-20
Contra Costa,44,0,18-03-20
Contra Costa,2,0,19-03-20
Contra Costa,6,1,20-03-20
Contra Costa,10,0,21-03-20
Contra Costa,17,0,22-03-20
Contra Costa,12,1,23-03-20
Contra Costa,17,-1,24-03-20
Contra Costa,23,0,25-03-20
Contra Costa,16,1,26-03-20
Contra Costa,14,0,27-03-20
Contra Costa,14,0,28-03-20
Contra Costa,12,1,29-03-20
Contra Costa,25,0,30-03-20
Contra Costa,34,0,31-03-20
Contra Costa,21,0,01-04-20
Contra Costa,30,0,02-04-20
Contra Costa,30,2,03-04-20
Contra Costa,55,0,04-04-20
Contra Costa,33,1,05-04-20
Contra Costa,32,1,06-04-20
Contra Costa,24,0,07-04-20
Contra Costa,10,0,08-04-20
Contra Costa,24,0,09-04-20
Contra Costa,32,2,10-04-20
Contra Costa,13,3,11-04-20
Contra Costa,3,0,12-04-20
Contra Costa,28,1,13-04-20
Contra Costa,36,0,14-04-20
Contra Costa,28,1,15-04-20
Contra Costa,30,2,16-04-20
Contra Costa,12,3,17-04-20
Contra Costa,34,0,18-04-20
Contra Costa,10,1,19-04-20
Contra Costa,22,2,20-04-20
Contra Costa,13,0,21-04-20
Contra Costa,6,0,22-04-20
Contra Costa,14,1,23-04-20
Contra Costa,20,0,24-04-20
Contra Costa,15,2,25-04-20
Contra Costa,9,0,26-04-20
Contra Costa,13,0,27-04-20
Contra Costa,23,0,28-04-20
Contra Costa,19,0,29-04-20
Contra Costa,15,2,30-04-20
Contra Costa,15,1,01-05-20
Contra Costa,14,0,02-05-20
Contra Costa,16,0,03-05-20
Contra Costa,4,0,04-05-20
Contra Costa,27,1,05-05-20
Contra Costa,14,0,06-05-20
Contra Costa,15,0,07-05-20
Contra Costa,19,0,08-05-20
Contra Costa,15,3,09-05-20
Contra Costa,7,-1,10-05-20
Contra Costa,6,1,11-05-20
Contra Costa,15,0,12-05-20
Contra Costa,15,1,13-05-20
Contra Costa,8,0,14-05-20
Contra Costa,16,0,15-05-20
Contra Costa,30,0,16-05-20
Contra Costa,19,0,17-05-20
Contra Costa,18,0,18-05-20
Contra Costa,32,0,19-05-20
Contra Costa,18,0,20-05-20
Contra Costa,20,3,21-05-20
Contra Costa,29,0,22-05-20
Contra Costa,30,0,23-05-20
Contra Costa,23,0,24-05-20
Contra Costa,23,1,25-05-20
Contra Costa,4,0,26-05-20
Contra Costa,21,0,27-05-20
Contra Costa,19,0,28-05-20
Contra Costa,19,0,29-05-20
Contra Costa,18,0,30-05-20
Contra Costa,29,0,31-05-20
Contra Costa,28,1,01-06-20
Contra Costa,19,0,02-06-20
Contra Costa,6,0,03-06-20
Contra Costa,40,0,04-06-20
Contra Costa,24,0,05-06-20
Contra Costa,44,0,06-06-20
Contra Costa,34,1,07-06-20
Contra Costa,61,1,08-06-20
Contra Costa,30,3,09-06-20
Contra Costa,34,0,10-06-20
Contra Costa,19,1,11-06-20
Contra Costa,30,0,12-06-20
Contra Costa,41,0,13-06-20
Contra Costa,25,0,14-06-20
Contra Costa,25,0,15-06-20
Contra Costa,53,5,16-06-20
Contra Costa,49,1,17-06-20
Contra Costa,52,5,18-06-20
Contra Costa,34,1,19-06-20
Contra Costa,125,0,20-06-20
Contra Costa,51,6,21-06-20
Contra Costa,81,0,22-06-20
Contra Costa,90,0,23-06-20
Contra Costa,67,5,24-06-20
Contra Costa,80,5,25-06-20
Contra Costa,90,1,26-06-20
Contra Costa,53,0,27-06-20
Contra Costa,125,1,28-06-20
Contra Costa,247,2,29-06-20
Contra Costa,102,0,30-06-20
Contra Costa,41,1,01-07-20
Contra Costa,89,1,02-07-20
Contra Costa,100,1,03-07-20
Contra Costa,136,2,04-07-20
Contra Costa,82,0,05-07-20
Contra Costa,236,4,06-07-20
Contra Costa,230,1,07-07-20
Contra Costa,137,0,08-07-20
Contra Costa,120,2,09-07-20
Contra Costa,94,0,10-07-20
Contra Costa,168,1,11-07-20
Contra Costa,58,1,12-07-20
Contra Costa,174,0,13-07-20
Contra Costa,228,2,14-07-20
Contra Costa,136,0,15-07-20
Contra Costa,92,1,16-07-20
Contra Costa,145,3,17-07-20
Contra Costa,134,2,18-07-20
Contra Costa,74,0,19-07-20
Contra Costa,132,1,20-07-20
Contra Costa,387,3,21-07-20
Contra Costa,191,0,22-07-20
Contra Costa,218,0,23-07-20
Contra Costa,195,1,24-07-20
Contra Costa,106,1,25-07-20
Contra Costa,175,0,26-07-20
Contra Costa,161,0,27-07-20
Contra Costa,170,4,28-07-20
Contra Costa,94,1,29-07-20
Contra Costa,95,7,30-07-20
Contra Costa,82,3,31-07-20
Contra Costa,170,2,01-08-20
Contra Costa,128,4,02-08-20
Contra Costa,74,2,03-08-20
Contra Costa,141,4,04-08-20
Contra Costa,152,0,05-08-20
Contra Costa,221,3,06-08-20
Contra Costa,227,2,07-08-20
Contra Costa,294,2,08-08-20
Contra Costa,110,1,09-08-20
Contra Costa,240,0,10-08-20
Contra Costa,558,7,11-08-20
Contra Costa,292,3,12-08-20
Contra Costa,241,2,13-08-20
Contra Costa,348,1,14-08-20
Contra Costa,213,4,15-08-20
Contra Costa,149,1,16-08-20
Contra Costa,187,0,17-08-20
Del Norte,0,0,18-03-20
Del Norte,0,0,19-03-20
Del Norte,0,0,20-03-20
Del Norte,0,0,21-03-20
Del Norte,0,0,22-03-20
Del Norte,0,0,23-03-20
Del Norte,0,0,24-03-20
Del Norte,0,0,25-03-20
Del Norte,0,0,26-03-20
Del Norte,0,0,27-03-20
Del Norte,0,0,28-03-20
Del Norte,0,0,29-03-20
Del Norte,0,0,30-03-20
Del Norte,0,0,31-03-20
Del Norte,0,0,01-04-20
Del Norte,0,0,02-04-20
Del Norte,1,0,03-04-20
Del Norte,0,0,04-04-20
Del Norte,0,0,05-04-20
Del Norte,1,0,06-04-20
Del Norte,0,0,07-04-20
Del Norte,0,0,08-04-20
Del Norte,0,0,09-04-20
Del Norte,0,0,10-04-20
Del Norte,0,0,11-04-20
Del Norte,0,0,12-04-20
Del Norte,0,0,13-04-20
Del Norte,0,0,14-04-20
Del Norte,0,0,15-04-20
Del Norte,0,0,16-04-20
Del Norte,0,0,17-04-20
Del Norte,0,0,18-04-20
Del Norte,0,0,19-04-20
Del Norte,0,0,20-04-20
Del Norte,0,0,21-04-20
Del Norte,0,0,22-04-20
Del Norte,0,0,23-04-20
Del Norte,0,0,24-04-20
Del Norte,0,0,25-04-20
Del Norte,1,0,26-04-20
Del Norte,0,0,27-04-20
Del Norte,0,0,28-04-20
Del Norte,0,0,29-04-20
Del Norte,0,0,30-04-20
Del Norte,0,0,01-05-20
Del Norte,0,0,02-05-20
Del Norte,0,0,03-05-20
Del Norte,0,0,04-05-20
Del Norte,0,0,05-05-20
Del Norte,0,0,06-05-20
Del Norte,0,0,07-05-20
Del Norte,0,0,08-05-20
Del Norte,0,0,09-05-20
Del Norte,0,0,10-05-20
Del Norte,0,0,11-05-20
Del Norte,0,0,12-05-20
Del Norte,1,0,13-05-20
Del Norte,0,0,14-05-20
Del Norte,0,0,15-05-20
Del Norte,0,0,16-05-20
Del Norte,3,0,17-05-20
Del Norte,1,0,18-05-20
Del Norte,0,0,19-05-20
Del Norte,1,0,20-05-20
Del Norte,0,0,21-05-20
Del Norte,0,0,22-05-20
Del Norte,1,0,23-05-20
Del Norte,6,0,24-05-20
Del Norte,4,0,25-05-20
Del Norte,10,0,26-05-20
Del Norte,4,0,27-05-20
Del Norte,3,0,28-05-20
Del Norte,0,0,29-05-20
Del Norte,0,0,30-05-20
Del Norte,0,0,31-05-20
Del Norte,1,0,01-06-20
Del Norte,1,0,02-06-20
Del Norte,0,0,03-06-20
Del Norte,6,0,04-06-20
Del Norte,0,0,05-06-20
Del Norte,0,0,06-06-20
Del Norte,0,0,07-06-20
Del Norte,0,0,08-06-20
Del Norte,0,0,09-06-20
Del Norte,0,0,10-06-20
Del Norte,0,0,11-06-20
Del Norte,0,0,12-06-20
Del Norte,0,0,13-06-20
Del Norte,0,0,14-06-20
Del Norte,0,0,15-06-20
Del Norte,0,0,16-06-20
Del Norte,0,0,17-06-20
Del Norte,1,0,18-06-20
Del Norte,0,0,19-06-20
Del Norte,0,0,20-06-20
Del Norte,0,0,21-06-20
Del Norte,0,0,22-06-20
Del Norte,0,0,23-06-20
Del Norte,1,0,24-06-20
Del Norte,0,0,25-06-20
Del Norte,0,0,26-06-20
Del Norte,0,0,27-06-20
Del Norte,0,0,28-06-20
Del Norte,0,0,29-06-20
Del Norte,2,0,30-06-20
Del Norte,1,0,01-07-20
Del Norte,0,0,02-07-20
Del Norte,0,0,03-07-20
Del Norte,0,0,04-07-20
Del Norte,7,0,05-07-20
Del Norte,0,0,06-07-20
Del Norte,0,0,07-07-20
Del Norte,0,0,08-07-20
Del Norte,0,0,09-07-20
Del Norte,0,0,10-07-20
Del Norte,2,0,11-07-20
Del Norte,0,0,12-07-20
Del Norte,0,0,13-07-20
Del Norte,1,0,14-07-20
Del Norte,0,0,15-07-20
Del Norte,0,0,16-07-20
Del Norte,0,0,17-07-20
Del Norte,1,0,18-07-20
Del Norte,0,0,19-07-20
Del Norte,0,0,20-07-20
Del Norte,5,0,21-07-20
Del Norte,0,0,22-07-20
Del Norte,0,0,23-07-20
Del Norte,0,0,24-07-20
Del Norte,1,0,25-07-20
Del Norte,0,0,26-07-20
Del Norte,0,0,27-07-20
Del Norte,1,0,28-07-20
Del Norte,0,0,29-07-20
Del Norte,0,0,30-07-20
Del Norte,0,0,31-07-20
Del Norte,0,0,01-08-20
Del Norte,0,0,02-08-20
Del Norte,0,0,03-08-20
Del Norte,1,0,04-08-20
Del Norte,0,0,05-08-20
Del Norte,0,0,06-08-20
Del Norte,0,0,07-08-20
Del Norte,0,0,08-08-20
Del Norte,0,0,09-08-20
Del Norte,0,0,10-08-20
Del Norte,4,0,11-08-20
Del Norte,1,0,12-08-20
Del Norte,0,0,13-08-20
Del Norte,2,0,14-08-20
Del Norte,1,0,15-08-20
Del Norte,0,0,16-08-20
Del Norte,0,1,17-08-20
San Bernardino,3,0,18-03-20
San Bernardino,4,0,19-03-20
San Bernardino,2,0,20-03-20
San Bernardino,4,0,21-03-20
San Bernardino,3,0,22-03-20
San Bernardino,1,0,23-03-20
San Bernardino,10,0,24-03-20
San Bernardino,19,1,25-03-20
San Bernardino,11,0,26-03-20
San Bernardino,20,1,27-03-20
San Bernardino,4,0,28-03-20
San Bernardino,13,0,29-03-20
San Bernardino,51,2,30-03-20
San Bernardino,48,1,31-03-20
San Bernardino,52,0,01-04-20
San Bernardino,90,3,02-04-20
San Bernardino,21,3,03-04-20
San Bernardino,17,2,04-04-20
San Bernardino,2,0,05-04-20
San Bernardino,175,0,06-04-20
San Bernardino,4,5,07-04-20
San Bernardino,81,4,08-04-20
San Bernardino,82,5,09-04-20
San Bernardino,62,-3,10-04-20
San Bernardino,47,4,11-04-20
San Bernardino,1,2,12-04-20
San Bernardino,98,1,13-04-20
San Bernardino,8,0,14-04-20
San Bernardino,130,6,15-04-20
San Bernardino,80,2,16-04-20
San Bernardino,86,16,17-04-20
San Bernardino,26,2,18-04-20
San Bernardino,7,1,19-04-20
San Bernardino,82,2,20-04-20
San Bernardino,155,7,21-04-20
